GISJOIN,STATE,COUNTY,TRACT,BLKGRP,TOTAL_POP,WHITE_POP,WHITE_PERCENTAGE,BIPOC_POP,INCOME,MAJ_BIPOC,MAJ_LOW_INCOME,LON,LAT
G01009700071032,Alabama,Mobile County,7103,2,1860,1542,0.829032258,318,66667,0,0,-88.14253298,30.47853602
G01009700072011,Alabama,Mobile County,7201,1,2771,2399,0.865752436,372,36607,0,1,-88.1836483,30.45581618
G01009700072022,Alabama,Mobile County,7202,2,1466,1233,0.84106412,233,60638,0,0,-88.14736349,30.3748799
G01009700073001,Alabama,Mobile County,7300,1,857,436,0.508751459,421,34762,0,1,-88.23514848,30.39401419
G01009700073002,Alabama,Mobile County,7300,2,876,707,0.807077626,169,59444,0,0,-88.25428542,30.38906913
G01009700073003,Alabama,Mobile County,7300,3,1264,1169,0.924841772,95,43158,0,0,-88.19469984,30.39803849
G01009700073004,Alabama,Mobile County,7300,4,1266,970,0.766192733,296,40521,0,1,-88.2745744,30.4199261
G01009700074001,Alabama,Mobile County,7400,1,17,0,0,17,39774.33333,1,1,-88.06766651,30.63586134
G01009700074002,Alabama,Mobile County,7400,2,1023,356,0.34799609,667,31406,1,1,-88.07471988,30.61919456
G01009700074003,Alabama,Mobile County,7400,3,1687,832,0.493183165,855,59792,1,0,-88.08611631,30.61944049
G01009700074004,Alabama,Mobile County,7400,4,337,108,0.320474777,229,28125,1,1,-88.09001323,30.63360378
G01009700075001,Alabama,Mobile County,7500,1,849,0,0,849,29329,1,1,-88.08252622,30.74014517
G01009700075002,Alabama,Mobile County,7500,2,448,32,0.071428571,416,31607,1,1,-88.08072403,30.7479507
G01009700076001,Alabama,Mobile County,7600,1,977,0,0,977,35531,1,1,-88.07081312,30.73360422
G01009700076002,Alabama,Mobile County,7600,2,962,0,0,962,28313,1,1,-88.07186657,30.745619
G01009700077001,Alabama,Mobile County,7700,1,180,0,0,180,25000,1,1,-88.07969111,30.72707316
G01009700077002,Alabama,Mobile County,7700,2,604,8,0.013245033,596,17938,1,1,-88.08558559,30.73327422
G01009700077003,Alabama,Mobile County,7700,3,342,0,0,342,21469,1,1,-88.08765629,30.72624945
